,account_id,district_name,open_date,statement_frequency,num_customers,credit_cards,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
55,2,Hl.m. Praha,1993-02-26,monthly,2,0,T,80952.0,3373.0,24.0,expired,F,42000,15,,69302,1100
56,2,Hl.m. Praha,1993-02-26,monthly,2,0,T,80952.0,3373.0,24.0,expired,F,42000,15,,69302,1100
57,17,Hl.m. Praha,1997-01-08,monthly,2,0,F,,,,,,25500,15,,100815,700
58,17,Hl.m. Praha,1997-01-08,monthly,2,0,F,,,,,,25500,15,,100815,700
59,22,Hl.m. Praha,1994-03-23,monthly,1,0,F,,,,,,27600,15,,68160,1100
60,36,Hl.m. Praha,1993-07-01,monthly,1,0,F,,,,,,41120,15,,85055,500
61,49,Hl.m. Praha,1997-04-06,monthly,1,0,F,,,,,,3520,15,,24004,300
62,50,Hl.m. Praha,1994-05-06,monthly,1,0,F,,,,,,23600,15,,90088,900
63,57,Hl.m. Praha,1995-05-21,monthly,1,0,F,,,,,,25300,15,,77726,700
64,71,Hl.m. Praha,1994-03-05,monthly,2,1,F,,,,,,39520,15,22.0,94860,700
65,71,Hl.m. Praha,1994-03-05,monthly,2,1,F,,,,,,39520,15,22.0,94860,700
66,75,Hl.m. Praha,1995-08-13,monthly,1,0,F,,,,,,20300,15,,49848,700
67,90,Hl.m. Praha,1994-07-13,monthly,1,0,F,,,,,,25120,15,,74107,500
68,95,Hl.m. Praha,1995-03-30,monthly,2,1,F,,,,,,32000,15,23.0,97808,200
69,95,Hl.m. Praha,1995-03-30,monthly,2,1,F,,,,,,32000,15,23.0,97808,200
70,99,Hl.m. Praha,1995-06-27,monthly,1,0,F,,,,,,64900,15,,122885,600
71,152,Hl.m. Praha,1996-04-12,monthly,2,0,F,,,,,,6300,15,,35746,1100
72,152,Hl.m. Praha,1996-04-12,monthly,2,0,F,,,,,,6300,15,,35746,1100
73,177,Hl.m. Praha,1997-09-26,monthly,1,0,F,,,,,,25300,15,,75171,800
74,197,Hl.m. Praha,1993-02-25,monthly,1,0,F,,,,,,43040,15,,76344,800
75,205,Hl.m. Praha,1997-10-08,monthly,1,0,F,,,,,,6300,15,,45527,1000
76,225,Hl.m. Praha,1993-07-28,monthly,2,0,F,,,,,,27520,2,,92940,1000
77,225,Hl.m. Praha,1993-07-28,monthly,2,0,F,,,,,,27520,2,,92940,1000
78,229,Hl.m. Praha,1997-06-07,monthly,1,0,F,,,,,,3760,15,,32493,1100
79,230,Hl.m. Praha,1996-02-26,monthly,2,0,F,,,,,,20300,15,,66172,600
80,230,Hl.m. Praha,1996-02-26,monthly,2,0,F,,,,,,20300,15,,66172,600
81,248,Hl.m. Praha,1995-04-02,monthly,1,0,F,,,,,,29700,15,,74703,700
82,271,Hl.m. Praha,1996-08-13,monthly,1,0,F,,,,,,12500,15,,62743,400
83,281,Hl.m. Praha,1996-10-27,monthly,2,1,F,,,,,,36320,15,1.0,72297,900
84,281,Hl.m. Praha,1996-10-27,monthly,2,1,F,,,,,,36320,15,1.0,72297,900
85,289,Hl.m. Praha,1994-03-17,monthly,1,0,F,,,,,,17400,15,,69171,300
86,293,Hl.m. Praha,1997-05-04,monthly,2,0,F,,,,,,12700,15,,50469,600
87,293,Hl.m. Praha,1997-05-04,monthly,2,0,F,,,,,,12700,15,,50469,600
88,300,Hl.m. Praha,1993-06-23,monthly,2,1,F,,,,,,9000,15,18.0,76942,400
89,300,Hl.m. Praha,1993-06-23,monthly,2,1,F,,,,,,9000,15,18.0,76942,400
90,322,Hl.m. Praha,1993-02-20,monthly,2,0,F,,,,,,19600,15,,59676,1000
91,322,Hl.m. Praha,1993-02-20,monthly,2,0,F,,,,,,19600,15,,59676,1000
92,324,Hl.m. Praha,1996-08-23,monthly,1,0,F,,,,,,6200,15,,40672,500
93,328,Hl.m. Praha,1997-09-18,monthly,2,0,F,,,,,,9300,15,,28582,600
94,328,Hl.m. Praha,1997-09-18,monthly,2,0,F,,,,,,9300,15,,28582,600
95,334,Hl.m. Praha,1993-05-24,monthly,1,0,F,,,,,,31360,15,,102027,500
96,340,Hl.m. Praha,1993-11-03,monthly,2,0,F,,,,,,10000,15,,47681,1000
97,340,Hl.m. Praha,1993-11-03,monthly,2,0,F,,,,,,10000,15,,47681,1000
98,363,Hl.m. Praha,1994-05-06,monthly,1,1,F,,,,,,58700,15,4.0,162310,1000
99,364,Hl.m. Praha,1997-01-20,monthly,2,0,F,,,,,,3570,15,,27809,1100
100,364,Hl.m. Praha,1997-01-20,monthly,2,0,F,,,,,,3570,15,,27809,1100
101,366,Hl.m. Praha,1996-10-23,monthly,2,0,F,,,,,,28960,15,,82335,200
102,366,Hl.m. Praha,1996-10-23,monthly,2,0,F,,,,,,28960,15,,82335,200
103,386,Hl.m. Praha,1997-08-11,monthly,2,1,F,,,,,,16200,15,2.0,82241,17757
104,386,Hl.m. Praha,1997-08-11,monthly,2,1,F,,,,,,16200,15,2.0,82241,17757
105,392,Hl.m. Praha,1996-07-14,monthly,1,1,F,,,,,,42080,15,12.0,64633,300
106,395,Hl.m. Praha,1993-03-12,monthly,2,0,F,,,,,,28160,15,,78517,400
107,395,Hl.m. Praha,1993-03-12,monthly,2,0,F,,,,,,28160,15,,78517,400
108,399,Hl.m. Praha,1996-08-27,monthly,1,1,F,,,,,,64600,15,7.0,154254,800
109,403,Hl.m. Praha,1993-07-29,monthly,2,1,F,,,,,,13050,15,25.0,79050,600
110,403,Hl.m. Praha,1993-07-29,monthly,2,1,F,,,,,,13050,15,25.0,79050,600
111,409,Hl.m. Praha,1996-06-11,monthly,1,0,F,,,,,,12800,15,,48825,600
112,414,Hl.m. Praha,1996-01-29,monthly,1,0,F,,,,,,23840,15,,65464,900
113,426,Hl.m. Praha,1993-11-29,monthly,1,0,T,252060.0,4201.0,60.0,current,F,41700,4,,110028,-821
114,428,Hl.m. Praha,1993-02-27,monthly,2,0,F,,,,,,13100,15,,60774,200
115,428,Hl.m. Praha,1993-02-27,monthly,2,0,F,,,,,,13100,15,,60774,200
116,434,Hl.m. Praha,1996-12-24,monthly,1,0,F,,,,,,12400,15,,38917,400
117,460,Hl.m. Praha,1994-04-18,monthly,2,0,F,,,,,,7450,15,,48777,1100
118,460,Hl.m. Praha,1994-04-18,monthly,2,0,F,,,,,,7450,15,,48777,1100
119,477,Hl.m. Praha,1993-01-25,monthly,1,0,F,,,,,,22300,15,,64306,1000
120,479,Hl.m. Praha,1995-11-05,monthly,1,0,F,,,,,,6750,15,,19226,1100
121,484,Hl.m. Praha,1995-01-20,monthly,1,0,F,,,,,,13400,15,,43780,600
122,498,Hl.m. Praha,1993-11-21,monthly,2,0,F,,,,,,54400,15,,122852,1000
123,498,Hl.m. Praha,1993-11-21,monthly,2,0,F,,,,,,54400,15,,122852,1000
124,502,Hl.m. Praha,1997-10-13,monthly,1,0,F,,,,,,5000,15,,34976,600
125,503,Hl.m. Praha,1996-08-08,monthly,1,1,F,,,,,,12500,15,3.0,62705,700
126,523,Hl.m. Praha,1993-08-11,monthly,1,1,F,,,,,,23100,15,42.0,88566,300
127,534,Hl.m. Praha,1997-05-26,monthly,1,0,F,,,,,,43520,15,,65425,800
128,542,Hl.m. Praha,1993-11-01,monthly,1,0,F,,,,,,8550,15,,26086,900
129,557,Hl.m. Praha,1995-11-26,monthly,1,0,F,,,,,,7200,15,,25086,600
130,579,Hl.m. Praha,1997-12-16,monthly,1,0,F,,,,,,10500,15,,33897,900
131,589,Hl.m. Praha,1997-04-26,monthly,1,1,F,,,,,,27200,15,3.0,76603,700
132,591,Hl.m. Praha,1997-08-12,monthly,1,0,F,,,,,,3600,15,,26347,700
133,598,Hl.m. Praha,1997-02-08,monthly,1,1,F,,,,,,12600,15,4.0,74408,1100
134,612,Hl.m. Praha,1996-05-27,monthly,2,0,F,,,,,,4500,15,,20978,300
135,612,Hl.m. Praha,1996-05-27,monthly,2,0,F,,,,,,4500,15,,20978,300
136,618,Hl.m. Praha,1996-10-02,monthly,1,1,F,,,,,,32400,15,6.0,82650,700
137,623,Hl.m. Praha,1993-03-24,monthly,2,0,F,,,,,,3900,15,,28797,200
138,623,Hl.m. Praha,1993-03-24,monthly,2,0,F,,,,,,3900,15,,28797,200
139,639,Hl.m. Praha,1997-11-03,monthly,2,0,F,,,,,,5300,15,,29472,500
140,639,Hl.m. Praha,1997-11-03,monthly,2,0,F,,,,,,5300,15,,29472,500
141,647,Hl.m. Praha,1997-04-28,monthly,2,0,F,,,,,,12000,15,,62078,1100
142,647,Hl.m. Praha,1997-04-28,monthly,2,0,F,,,,,,12000,15,,62078,1100
143,664,Hl.m. Praha,1996-12-08,monthly,1,0,F,,,,,,7000,15,,34439,200
144,689,Hl.m. Praha,1996-04-24,monthly,1,1,F,,,,,,59700,15,,143234,400
145,699,Hl.m. Praha,1993-09-17,monthly,1,0,F,,,,,,73800,15,,168651,1000
146,718,Hl.m. Praha,1996-03-03,monthly,1,1,T,76944.0,6412.0,12.0,expired,F,62400,15,3.0,134873,500
147,754,Hl.m. Praha,1995-06-08,monthly,1,0,F,,,,,,7100,15,,36689,800
148,760,Hl.m. Praha,1997-05-24,monthly,1,0,F,,,,,,13300,15,,43382,300
149,763,Hl.m. Praha,1995-02-23,monthly,1,0,F,,,,,,23520,15,,56835,600
150,764,Hl.m. Praha,1993-01-08,monthly,1,0,F,,,,,,14200,15,,37751,1100
151,774,Hl.m. Praha,1993-06-08,monthly,1,0,F,,,,,,26600,15,,80748,500
152,775,Hl.m. Praha,1994-12-18,monthly,1,0,F,,,,,,24400,15,,88412,300
153,783,Hl.m. Praha,1997-09-08,monthly,1,0,F,,,,,,9050,15,,28487,1000
154,796,Hl.m. Praha,1997-02-13,monthly,1,1,F,,,,,,54800,15,1.0,118645,700
155,798,Hl.m. Praha,1996-04-22,monthly,1,0,F,,,,,,6480,15,,51494,600
156,812,Hl.m. Praha,1996-08-30,monthly,1,0,F,,,,,,22300,15,,70929,1000
157,828,Hl.m. Praha,1997-02-12,monthly,1,1,F,,,,,,13900,15,6.0,53254,1000
158,841,Hl.m. Praha,1993-11-04,monthly,1,0,F,,,,,,8200,15,,56567,800
159,849,Hl.m. Praha,1996-01-01,monthly,1,0,F,,,,,,41800,0,,111108,-5339
160,853,Hl.m. Praha,1996-03-20,monthly,2,1,F,,,,,,35840,15,15.0,69821,500
161,853,Hl.m. Praha,1996-03-20,monthly,2,1,F,,,,,,35840,15,15.0,69821,500
162,855,Hl.m. Praha,1994-03-28,monthly,1,1,F,,,,,,35680,15,,71758,800
163,860,Hl.m. Praha,1993-03-19,monthly,1,0,F,,,,,,13300,15,,47988,600
164,868,Hl.m. Praha,1997-05-26,monthly,1,0,F,,,,,,14700,15,,36341,200
165,871,Hl.m. Praha,1996-09-02,monthly,1,1,F,,,,,,27400,15,2.0,82101,300
166,877,Hl.m. Praha,1996-05-29,monthly,1,1,F,,,,,,14080,15,3.0,56198,700
167,883,Hl.m. Praha,1993-12-17,monthly,1,0,F,,,,,,19700,15,,59676,800
168,885,Hl.m. Praha,1993-06-25,monthly,1,1,F,,,,,,25500,15,44.0,115837,300
169,886,Hl.m. Praha,1993-06-23,monthly,1,1,F,,,,,,50000,15,22.0,119897,900
170,887,Hl.m. Praha,1993-05-05,monthly,1,0,F,,,,,,10550,15,,28162,4514
171,904,Hl.m. Praha,1994-03-20,monthly,1,1,F,,,,,,26100,15,14.0,106048,300
172,910,Hl.m. Praha,1997-02-03,monthly,2,0,F,,,,,,8000,15,,46627,1100
173,910,Hl.m. Praha,1997-02-03,monthly,2,0,F,,,,,,8000,15,,46627,1100
174,916,Hl.m. Praha,1996-08-13,monthly,2,0,F,,,,,,18100,15,,56056,600
175,916,Hl.m. Praha,1996-08-13,monthly,2,0,F,,,,,,18100,15,,56056,600
176,943,Hl.m. Praha,1993-02-03,monthly,1,0,F,,,,,,8670,15,,30490,800
177,959,Hl.m. Praha,1996-02-23,monthly,1,0,F,,,,,,4900,15,,25944,1000
178,961,Hl.m. Praha,1997-10-18,monthly,1,0,F,,,,,,15400,15,,45514,300
179,975,Hl.m. Praha,1996-10-19,monthly,2,0,F,,,,,,6300,15,,28976,800
180,975,Hl.m. Praha,1996-10-19,monthly,2,0,F,,,,,,6300,15,,28976,800
181,977,Hl.m. Praha,1993-04-26,monthly,1,0,F,,,,,,44320,15,,114688,800
182,980,Hl.m. Praha,1996-12-11,monthly,1,0,F,,,,,,16100,15,,66098,300
183,1007,Hl.m. Praha,1996-06-28,monthly,1,1,F,,,,,,53300,15,6.0,104968,1000
184,1015,Hl.m. Praha,1997-06-14,monthly,1,0,F,,,,,,11000,15,,38938,1100
185,1037,Hl.m. Praha,1997-02-18,monthly,1,1,F,,,,,,19300,15,6.0,84214,500
186,1043,Hl.m. Praha,1997-08-13,monthly,2,1,F,,,,,,21700,15,2.0,84823,1000
187,1043,Hl.m. Praha,1997-08-13,monthly,2,1,F,,,,,,21700,15,2.0,84823,1000
188,1046,Hl.m. Praha,1995-04-14,monthly,1,0,F,,,,,,16000,15,,51107,700
189,1076,Hl.m. Praha,1994-10-30,monthly,1,0,F,,,,,,19100,15,,85941,200
190,1078,Hl.m. Praha,1996-07-12,monthly,2,0,F,,,,,,13450,15,,29352,800
191,1078,Hl.m. Praha,1996-07-12,monthly,2,0,F,,,,,,13450,15,,29352,800
192,1116,Hl.m. Praha,1993-07-20,monthly,1,1,F,,,,,,21920,15,6.0,62748,900
193,1120,Hl.m. Praha,1993-10-05,monthly,2,0,F,,,,,,11000,15,,33703,900
194,1120,Hl.m. Praha,1993-10-05,monthly,2,0,F,,,,,,11000,15,,33703,900
195,1130,Hl.m. Praha,1997-05-11,monthly,1,0,F,,,,,,6300,15,,42810,200
196,1133,Hl.m. Praha,1993-11-01,monthly,2,0,F,,,,,,9700,15,,24429,900
197,1133,Hl.m. Praha,1993-11-01,monthly,2,0,F,,,,,,9700,15,,24429,900
198,1135,Hl.m. Praha,1995-07-17,monthly,2,0,F,,,,,,4200,15,,51501,500
199,1135,Hl.m. Praha,1995-07-17,monthly,2,0,F,,,,,,4200,15,,51501,500
200,1194,Hl.m. Praha,1994-04-15,monthly,1,1,F,,,,,,46400,15,5.0,80672,500
201,1218,Hl.m. Praha,1996-12-12,monthly,2,0,F,,,,,,54000,15,,102297,900
202,1218,Hl.m. Praha,1996-12-12,monthly,2,0,F,,,,,,54000,15,,102297,900
203,1219,Hl.m. Praha,1996-06-08,monthly,1,0,F,,,,,,18720,15,,38466,1100
204,1220,Hl.m. Praha,1995-07-15,monthly,1,1,F,,,,,,3920,15,3.0,69477,900
205,1226,Hl.m. Praha,1996-10-23,monthly,1,0,F,,,,,,7300,15,,31064,400
206,1230,Hl.m. Praha,1997-05-03,monthly,2,1,F,,,,,,62800,15,,143853,700
207,1230,Hl.m. Praha,1997-05-03,monthly,2,1,F,,,,,,62800,15,,143853,700
208,1238,Hl.m. Praha,1995-10-29,monthly,2,0,F,,,,,,12450,15,,42756,600
209,1238,Hl.m. Praha,1995-10-29,monthly,2,0,F,,,,,,12450,15,,42756,600
210,1239,Hl.m. Praha,1993-04-10,monthly,1,0,F,,,,,,12300,15,,34267,900
211,1240,Hl.m. Praha,1997-09-11,monthly,1,0,F,,,,,,12000,15,,44667,800
212,1243,Hl.m. Praha,1996-01-07,monthly,1,1,F,,,,,,27300,15,4.0,110553,200
213,1264,Hl.m. Praha,1997-02-16,monthly,2,1,F,,,,,,16900,15,13.0,80128,900
214,1264,Hl.m. Praha,1997-02-16,monthly,2,1,F,,,,,,16900,15,13.0,80128,900
215,1291,Hl.m. Praha,1994-07-04,monthly,2,0,F,,,,,,11000,15,,33091,600
216,1291,Hl.m. Praha,1994-07-04,monthly,2,0,F,,,,,,11000,15,,33091,600
217,1299,Hl.m. Praha,1993-06-21,monthly,1,0,F,,,,,,7170,15,,31368,200
218,1306,Hl.m. Praha,1995-03-22,monthly,1,0,F,,,,,,19000,15,,56898,600
219,1309,Hl.m. Praha,1995-04-15,monthly,1,1,F,,,,,,58000,15,5.0,114386,1000
220,1310,Hl.m. Praha,1996-02-22,monthly,1,0,F,,,,,,17800,15,,36978,1100
221,1352,Hl.m. Praha,1994-09-23,monthly,1,0,F,,,,,,35200,15,,88471,500
222,1355,Hl.m. Praha,1997-08-16,monthly,1,0,F,,,,,,21100,15,,72658,1100
223,1362,Hl.m. Praha,1996-12-19,monthly,1,0,F,,,,,,53200,15,,110286,1000
224,1371,Hl.m. Praha,1994-04-27,monthly,1,0,F,,,,,,8100,15,,28667,400
225,1372,Hl.m. Praha,1993-03-16,monthly,1,0,F,,,,,,30600,15,,111312,300
226,1377,Hl.m. Praha,1996-09-25,monthly,2,0,F,,,,,,3800,15,,20969,300
227,1377,Hl.m. Praha,1996-09-25,monthly,2,0,F,,,,,,3800,15,,20969,300
228,1393,Hl.m. Praha,1996-11-24,monthly,2,0,F,,,,,,23840,15,,49045,600
229,1393,Hl.m. Praha,1996-11-24,monthly,2,0,F,,,,,,23840,15,,49045,600
230,1395,Hl.m. Praha,1995-11-21,monthly,1,0,F,,,,,,16400,15,,51689,300
231,1401,Hl.m. Praha,1993-08-12,monthly,1,0,F,,,,,,14500,15,,51101,300
232,1435,Hl.m. Praha,1996-12-01,monthly,1,0,F,,,,,,42240,15,,75328,800
233,1448,Hl.m. Praha,1995-10-07,monthly,2,0,F,,,,,,5100,200,,26516,1100
234,1448,Hl.m. Praha,1995-10-07,monthly,2,0,F,,,,,,5100,200,,26516,1100
235,1471,Hl.m. Praha,1996-07-21,monthly,1,0,F,,,,,,28600,12,,67180,1000
236,1477,Hl.m. Praha,1993-02-08,monthly,1,0,F,,,,,,7300,15,,25777,3151
237,1494,Hl.m. Praha,1997-10-08,monthly,1,1,F,,,,,,25400,15,2.0,84443,900
238,1497,Hl.m. Praha,1993-07-16,monthly,1,0,F,,,,,,18700,15,,43293,1000
239,1502,Hl.m. Praha,1996-10-02,monthly,1,0,F,,,,,,48200,15,,116552,200
240,1504,Hl.m. Praha,1996-08-26,monthly,1,0,F,,,,,,29600,15,,74093,300
241,1512,Hl.m. Praha,1994-01-08,monthly,1,0,F,,,,,,17800,15,,68866,900
242,1529,Hl.m. Praha,1996-04-28,monthly,1,0,F,,,,,,6300,15,,30788,600
243,1534,Hl.m. Praha,1993-05-24,monthly,1,0,F,,,,,,25440,15,,61057,900
244,1540,Hl.m. Praha,1995-03-29,monthly,1,0,F,,,,,,23500,15,,105377,500
245,1542,Hl.m. Praha,1996-04-25,monthly,2,0,F,,,,,,20900,15,,33943,1000
246,1542,Hl.m. Praha,1996-04-25,monthly,2,0,F,,,,,,20900,15,,33943,1000
247,1543,Hl.m. Praha,1996-04-14,monthly,1,0,F,,,,,,43300,15,,67087,1100
248,1545,Hl.m. Praha,1993-03-08,monthly,1,0,F,,,,,,59100,15,,142687,200
249,1550,Hl.m. Praha,1996-04-15,monthly,1,0,F,,,,,,9800,15,,40932,500
250,1562,Hl.m. Praha,1995-08-30,monthly,1,0,F,,,,,,7170,15,,24762,600
251,1570,Hl.m. Praha,1994-03-12,monthly,1,0,F,,,,,,4150,15,,27040,200
252,1575,Hl.m. Praha,1993-02-27,monthly,1,0,F,,,,,,8600,15,,39610,900
253,1586,Hl.m. Praha,1996-10-03,monthly,2,0,F,,,,,,42400,15,,74204,200
254,1586,Hl.m. Praha,1996-10-03,monthly,2,0,F,,,,,,42400,15,,74204,200
255,1587,Hl.m. Praha,1996-12-11,monthly,1,0,F,,,,,,29700,15,,51990,1100
256,1600,Hl.m. Praha,1996-09-13,monthly,2,0,F,,,,,,10900,15,,32597,600
257,1600,Hl.m. Praha,1996-09-13,monthly,2,0,F,,,,,,10900,15,,32597,600
258,1603,Hl.m. Praha,1993-05-09,monthly,1,0,T,78936.0,6578.0,12.0,expired,F,11200,15,,69909,900
259,1613,Hl.m. Praha,1995-09-13,monthly,1,0,F,,,,,,10500,15,,38346,600
260,1615,Hl.m. Praha,1997-10-20,monthly,1,0,F,,,,,,7100,15,,29471,900
261,1623,Hl.m. Praha,1996-02-04,monthly,2,0,F,,,,,,37760,15,,81590,800
262,1623,Hl.m. Praha,1996-02-04,monthly,2,0,F,,,,,,37760,15,,81590,800
263,1625,Hl.m. Praha,1995-01-17,monthly,1,0,F,,,,,,22000,15,,52183,800
264,1627,Hl.m. Praha,1994-01-20,monthly,1,0,F,,,,,,29120,15,,53854,1000
265,1637,Hl.m. Praha,1993-01-08,monthly,1,0,F,,,,,,9000,15,,35529,500
266,1644,Hl.m. Praha,1993-05-09,monthly,2,0,F,,,,,,35680,15,,62368,400
267,1644,Hl.m. Praha,1993-05-09,monthly,2,0,F,,,,,,35680,15,,62368,400
268,1647,Hl.m. Praha,1997-07-09,monthly,1,0,F,,,,,,6400,12,,45328,900
269,1653,Hl.m. Praha,1994-09-19,monthly,1,0,F,,,,,,29800,15,,90874,700
270,1660,Hl.m. Praha,1995-09-22,monthly,1,1,F,,,,,,55700,15,6.0,143557,600
271,1662,Hl.m. Praha,1997-08-11,monthly,1,1,F,,,,,,18700,15,4.0,77497,200
272,1674,Hl.m. Praha,1995-09-15,monthly,2,0,F,,,,,,28480,15,,53918,800
273,1674,Hl.m. Praha,1995-09-15,monthly,2,0,F,,,,,,28480,15,,53918,800
274,1678,Hl.m. Praha,1993-02-22,monthly,1,1,F,,,,,,25600,15,2.0,81719,200
275,1701,Hl.m. Praha,1993-08-10,monthly,1,0,F,,,,,,51600,15,,131901,1100
276,1706,Hl.m. Praha,1995-01-05,monthly,1,0,F,,,,,,6450,15,,63386,700
277,1719,Hl.m. Praha,1993-09-06,monthly,2,0,F,,,,,,7850,15,,32937,600
278,1719,Hl.m. Praha,1993-09-06,monthly,2,0,F,,,,,,7850,15,,32937,600
279,1730,Hl.m. Praha,1993-01-09,monthly,1,0,F,,,,,,14850,15,,74914,900
280,1746,Hl.m. Praha,1997-03-11,monthly,1,0,F,,,,,,53200,15,,111881,1100
281,1750,Hl.m. Praha,1993-01-26,monthly,1,1,F,,,,,,64900,15,18.0,131102,1100
282,1780,Hl.m. Praha,1993-04-02,monthly,1,1,F,,,,,,57000,15,35.0,137726,900
283,1786,Hl.m. Praha,1993-05-25,monthly,2,1,F,,,,,,45920,15,13.0,91021,1000
284,1786,Hl.m. Praha,1993-05-25,monthly,2,1,F,,,,,,45920,15,13.0,91021,1000
285,1788,Hl.m. Praha,1994-01-04,monthly,1,0,F,,,,,,33600,15,,59549,1100
286,1791,Hl.m. Praha,1996-02-03,monthly,1,0,F,,,,,,12600,15,,63510,300
287,1805,Hl.m. Praha,1993-02-02,monthly,1,0,F,,,,,,58000,15,,148229,1100
